INSTNM,SAT_AVG_ALL,UGDS,UGDS_WHITE,MD_EARN_WNE_P10
Utah College of Massage Therapy-Tempe,NULL,214,0.4766,24500
Utah College of Massage Therapy-Phoenix,NULL,308,0.3994,24500
Utah College of Massage Therapy-Westminster,NULL,151,0.6159,24500
Utah College of Massage Therapy-Aurora,NULL,252,0.4683,24500
Tint School of Makeup and Cosmetology-Grand Prairie,NULL,98,0.1735,18700
Dewey University-Hatillo,NULL,84,0,16100
Dewey University-Manati,NULL,508,0,16100
Baltimore School of Massage-York,NULL,53,0.5849,27600
Allen School-Phoenix,NULL,686,0.0948,29300
Oklahoma Technical College,NULL,168,0.5357,20600
Midwest Technical Institute-Moline,NULL,251,0.6892,28100
Star Career Academy-Clifton,NULL,220,0.1227,31600
Unitech Training Academy-Alexandria,NULL,95,0.2842,22300
Unitech Training Academy-Lake Charles,NULL,85,0.2941,22300
Aveda Institute-Los Angeles,NULL,152,0.4408,NULL
Buchanan Beauty College of Tullahoma,NULL,24,0.8333,PrivacySuppressed
UEI College-Riverside,NULL,747,0.1151,NULL
WellSpring School of Allied Health-Lawrence,NULL,44,0.7955,PrivacySuppressed
The Art Institute of Wisconsin,NULL,295,0.4,29600
Brown Mackie College-Birmingham,NULL,619,0.0969,29600
Regina's College of Beauty,NULL,33,0,PrivacySuppressed
Manuel and Theresa's School of Hair Design-Victoria,NULL,26,0.1923,PrivacySuppressed
Coast Career Institute,NULL,6,0.1667,NULL
Tricoci University of Beauty Culture-Chicago NE,NULL,73,0.2055,NULL
ITT Technical Institute-Phoenix West,NULL,303,0.2871,38800
ITT Technical Institute-Brooklyn Center,NULL,170,0.4059,38800
ITT Technical Institute-Orlando,NULL,130,0.3692,38800
ITT Technical Institute-Waco,NULL,112,0.375,38800
ITT Technical Institute-Myrtle Beach,NULL,118,0.4576,38800
Azusa Pacific University College,1080,1275,0.3059,50500
Minneapolis Media Institute,NULL,92,0.5978,27500
CollegeAmerica-Phoenix,NULL,632,0.2753,22600
Stevens-Henager College,NULL,118,0.6864,22600
Avalon School of Cosmetology-Phoenix,NULL,327,0.5535,20300
Avalon School of Cosmetology-Layton,NULL,121,0.7273,20300
Hair Design Institute,NULL,84,0.6071,18800
Hair Design Institute,NULL,81,0.4198,18800
All-State Career School-Allied Health Campus,NULL,284,0.2218,33800
Aveda Institute-Des Moines,NULL,183,0.8579,NULL
Fortis Institute-Lawrenceville,NULL,255,0.1843,28800
Relay Graduate School of Education,NULL,NULL,NULL,NULL
Brown Mackie College-Oklahoma City,NULL,242,0.3926,23000
Miller-Motte Technical College-Macon,NULL,397,0.0781,24800
Miller-Motte Technical College-Gulfport,NULL,70,0.4286,24800
International Culinary Center-California,NULL,121,0.3554,36500
South University-Savannah Online,NULL,6854,0.4683,30300
Fortis College-Montgomery,NULL,266,0.1992,20500
Miller-Motte Technical College-Roanoke,NULL,240,0.5625,19000
Whitworth University-Adult Degree Programs,NULL,319,0.8464,41000
American Broadcasting School-Online Program,NULL,42,0.6667,27800
Springfield College-School of Professional and Continuing Studies,1042,1157,0.1953,43000
Marian Health Careers Center-Van Nuys Campus,NULL,80,0.1125,54400
Sanford-Brown College-Brooklyn Center,NULL,98,0.051,31500
Milan Institute-Las Vegas,NULL,426,0.1526,16100
Virginia College-Savannah,NULL,425,0.1788,24400
Virginia College-Columbus,NULL,573,0.171,24400
Donna's Academy of Hair Design,NULL,36,0.8611,NULL
New York School of Esthetics & Day Spa,NULL,66,0.3636,NULL
Panache Academy of Beauty,NULL,55,0.8545,NULL
ASI Career Institute,NULL,50,0.56,NULL
Midwest Technical Institute-Ridgeland,NULL,326,0.1074,28100
Christine Valmy International School of Esthetics & Cosmetology,NULL,101,0.5545,NULL
City College-Hollywood,NULL,178,0.1798,26100
Paul Mitchell the School-Arlington,NULL,267,0.3745,26000
Rocky Mountain University of Health Professions,NULL,NULL,NULL,NULL
MediaTech Institute-Oceanside,NULL,56,0.3214,PrivacySuppressed
Christie's Education,NULL,NULL,NULL,NULL
Prince Institute-Great Lakes,NULL,21,0.9048,PrivacySuppressed
Palmetto Beauty School,NULL,53,0.7925,NULL
Paul Mitchell the School-Fort Myers,NULL,126,0.5714,PrivacySuppressed
Paul Mitchell the School-Raleigh,NULL,159,0.5031,NULL
Stella and Charles Guttman Community College,NULL,823,0.0753,NULL
Lil Lou's Beauty and Barber College LLC,NULL,95,0,NULL
Bryan University,NULL,71,0.5493,23300
Virginia College-Tulsa,NULL,20,0.2,24400
Criswell College,NULL,225,0.5556,NULL
Virginia College-Knoxville,NULL,418,0.6627,24400
Columbia Academy of Cosmetology,NULL,23,0,PrivacySuppressed
Beverly Hills Design Institute,NULL,17,0.3529,NULL
Global Institute,NULL,35,0,NULL
Reflections Academy of Beauty,NULL,14,0.7143,NULL
University of Cosmetology Arts & Sciences-La Joya,NULL,100,0,14800
Preferred College of Nursing-Van Nuys,NULL,36,0.0278,NULL
Bryant & Stratton College-Akron,NULL,188,0.5798,22900
Annenberg School of Nursing,NULL,19,0.1053,NULL
American Medical Academy,NULL,318,0.173,NULL
Chamberlain College of Nursing-Georgia,NULL,1028,0.2626,49000
Chamberlain College of Nursing-Indiana,NULL,259,0.5907,49000
Carrington College-Mesquite,NULL,243,0.2222,26800
Sessions College for Professional Design,NULL,124,0.5887,NULL
Virginia College-Shreveport,NULL,318,0.1572,24400
Tulsa Welding School-Jacksonville,NULL,127,0.4094,35300
Regency Beauty Institute-San Antonio,NULL,33,0.1212,21800
Regency Beauty Institute-Carrollwood,NULL,26,0.0385,21800
Regency Beauty Institute-Newport News,NULL,80,0.275,21800
Regency Beauty Institute-Lewisville,NULL,32,0.0625,21800
Regency Beauty Institute-Plano,NULL,49,0.102,21800
Empire Beauty School-Virginia Beach,NULL,139,0.2446,21000
Ross Medical Education Center-Morgantown,NULL,92,0.913,24400
Paul Mitchell the School-Ogden,NULL,125,0.64,PrivacySuppressed
Career Point College,NULL,26,0.1538,NULL
Golf Academy of America-Dallas,NULL,100,0.63,24400
Utah College of Massage Therapy-Dallas,NULL,294,0.2449,24500
Miami Ad School-New York,NULL,77,0.4286,73100
WestMed College,NULL,358,0.3799,NULL
Larry's Barber College,NULL,135,0.0222,NULL
Futura Career Institute,NULL,158,0.019,NULL
Access Careers,NULL,191,0.1571,NULL
Flair Beauty College,NULL,64,0.5938,NULL
Eternity Cosmetology School,NULL,187,0.0053,NULL
Tri-State Institute of Hair Design,NULL,38,0.9474,NULL
Vogue College of Cosmetology-San Antonio Fredericksburg,NULL,151,0.1391,NULL
Vogue College of Cosmetology,NULL,109,0.1284,NULL
Tomorrow's Image Barber And Beauty Academy of Virginia,NULL,25,0,NULL
Vantage College,NULL,255,0.0902,NULL
College of International Esthetics Inc,NULL,79,0.6329,NULL
Medical Allied Career Center,NULL,31,0,NULL
Bais HaMedrash and Mesivta of Baltimore,NULL,58,0.931,NULL
Long Island Barber Institute,NULL,56,0.2321,NULL
Salon Institute-Toledo Campus,NULL,89,0.7191,NULL
Curve Metric School of Hair Design,NULL,53,0.2075,NULL
Athena Career Academy,NULL,190,0.2632,NULL
Yeshiva Gedolah Zichron Leyma,NULL,21,0.9524,NULL
The Barber School,NULL,103,0.4175,NULL
Be'er Yaakov Talmudic Seminary,NULL,469,0.9915,NULL
RGV Careers,NULL,771,0.0065,NULL
Alexander Academy,NULL,58,0.4483,NULL
LeMelange Academy of Hair,NULL,65,0.5538,NULL
Aveda Institute-Tucson,NULL,157,0.5096,NULL
Ambiance Beauty & Barber Academy Inc,NULL,43,0.186,NULL
Diamond Beauty College,NULL,155,0,NULL
Unitek College,NULL,69,0.1014,NULL
University Academy of Hair Design,NULL,38,0.7632,NULL
Florida Institute of Recording Sound and Technology,NULL,140,0.4143,NULL
New Dimensions Beauty Academy Inc,NULL,62,0.7903,NULL
Paul Mitchell the School-Reno,NULL,185,0.6865,NULL
Boise Barber College,NULL,52,0.5769,NULL
Austin Kade Academy,NULL,196,0.7755,NULL
Aesthetic Science Institute,NULL,76,0.9079,NULL
Elaine Sterling Institute,NULL,149,0.2953,NULL
Wade Gordon Hairdressing Academy,NULL,92,0.5978,NULL
Mitsu Sato Hair Academy,NULL,34,0.5882,NULL
SAE Institute of Technology-Los Angeles,NULL,165,0.3333,NULL
Florida Vocational Institute,NULL,169,0,NULL
SAE Institute of Technology-Atlanta,NULL,370,0.0892,NULL
Academy di Firenze,NULL,6,0.8333,NULL
SAE Institute of Technology-Miami,NULL,183,0.0874,NULL
Colorado State University-Global Campus,NULL,6828,0.6274,NULL
Paul Mitchell the School-Overland Park,NULL,177,0.6667,NULL
Medspa Academies,NULL,160,0.8688,NULL
Brighton Institute of Cosmetology,NULL,54,1,NULL
West Coast University-Dallas,NULL,450,0.3889,46400
Stevens-Henager College,NULL,166,0.6205,27700
National American University-Bellevue,NULL,119,0.6807,34800
National American University-Burnsville,NULL,145,0.5724,34800
National American University-Mesquite,NULL,137,0.1752,34800
Empire Beauty School-Savannah,NULL,154,0.1234,16900
Ogle School Hair Skin Nails-Denton,NULL,104,0.4231,22500
Empire Beauty School-West Greensboro,NULL,92,0.2609,21000
California College San Diego,NULL,395,0.2278,47300
Jolie Hair and Beauty Academy-Northfield,NULL,190,0.3895,PrivacySuppressed
Hays Academy of Hair Design,NULL,49,0.8367,PrivacySuppressed
Bellus Academy,NULL,159,0.761,18100
Cortiva Institute-Seattle,NULL,139,0.518,32200
MotoRing Technical Training Institute,NULL,8,1,29200
Columbia College,NULL,125,0.128,NULL
Unitek College,NULL,60,0.1333,NULL
ITT Technical Institute-Philadelphia,NULL,776,0.0735,38800
ITT Technical Institute-Marlton,NULL,351,0.3903,38800
ITT Technical Institute-Southfield,NULL,3,0,38800
ITT Technical Institute-West Palm Beach,NULL,323,0.2508,38800
ITT Technical Institute-Salem,NULL,135,0.6889,38800
ITT Technical Institute-Indianapolis East,NULL,233,0.4678,38800
ITT Technical Institute-Douglasville,NULL,203,0.2709,38800
ITT Technical Institute-Overland Park,NULL,63,0.6349,38800
ITT Technical Institute-Springfield,NULL,188,0.7021,38800
ITT Technical Institute-West Chester,NULL,4,1,38800
Pennsylvania State University-World Campus,1094,6714,0.7142,48500
Medical Career Institute,NULL,112,0.0625,NULL
Advance Beauty Techs Academy,NULL,62,0.0968,NULL
Montage Academy,NULL,59,0.4068,NULL
Brand College,NULL,43,0.4186,NULL
Hinton Barber and Beauty College,NULL,46,0.1739,NULL
Advanced Career Institute,NULL,234,0.4316,NULL
Digital Film Academy,NULL,87,0.2414,NULL
MyComputerCareer.com-Raleigh,NULL,710,0.538,NULL
Kaplan University-Augusta Campus,NULL,522,0.9579,NULL
South University-Austin,NULL,301,0.402,30300
South University-Cleveland,NULL,368,0.2038,30300
Bryant & Stratton College-Online,NULL,2664,0.5165,22900
Virginia College-Florence,NULL,335,0.1851,24400
Ogle School Hair Skin Nails-San Antonio,NULL,152,0.1513,22500
Elizabethtown College School of Continuing and Professional Studies,1125,356,0.8399,49100
Fortis College-Cutler Bay,NULL,251,0.0319,22200
Ideal Beauty Academy,NULL,18,0.6667,PrivacySuppressed
Minnesota School of Cosmetology-Plymouth Campus,NULL,71,0.5352,PrivacySuppressed
Mercyhurst University-North East Campus,NULL,817,0.7797,39700
Warner Pacific College Adult Degree Program,NULL,596,0.6258,36500
Platt College-Riverside,NULL,436,0.25,30200
Savannah Law School,NULL,NULL,NULL,NULL
Empire Beauty School-Glen Burnie,NULL,126,0.3016,20600
Everest College-Woodbridge,NULL,342,0.1082,23500
Everest College-Kansas City,NULL,269,0.2416,NULL
International School of Cosmetology-Toni & Guy Hairdressing Academy,NULL,65,0.7077,PrivacySuppressed
United Education Institute-UEI College Stockton,NULL,339,0.1121,NULL
American National University-Canton,NULL,42,0.4762,21600
Vatterott College-Fairview Heights,NULL,460,0.3739,25500
Ross Medical Education Center-Dayton,NULL,113,0.4248,27800
Ross Medical Education Center-Ontario,NULL,108,0.7778,23300
Ross Medical Education Center-Bowling Green,NULL,108,0.8333,20400
Florida Institute of Technology-Online,1194,2092,0.5239,61200
Rasmussen College-Kansas,NULL,261,0.659,31000
Columbia Institute,NULL,60,0.15,NULL
School of Missionary Aviation Technology,NULL,31,0.9032,NULL
Ace Cosmetology and Barber Training Center,NULL,28,0.4286,NULL
Manthano Christian College,NULL,26,0.3462,NULL
California Miramar University,NULL,245,0.098,NULL
Rocky Vista University,NULL,NULL,NULL,NULL
Virginia College-Greensboro,NULL,316,0.0791,24400
The College of Health Care Professions-Dallas,NULL,179,0.2179,26300
The College of Health Care Professions-Fort Worth,NULL,491,0.3605,28200
Shear Finesse Hairstyling Academy,NULL,19,0,NULL
Miami Media School,NULL,102,0.098,NULL
Academy of Salon Professionals,NULL,33,0.8182,NULL
CyberTex Institute of Technology,NULL,139,0.2446,NULL
New England Tractor Trailer Training School of CT-Bridgeport,NULL,192,0.1667,40000
Gemini School of Visual Arts & Communication,NULL,24,0.6667,NULL
Designer Barber & Stylist School,NULL,33,0.5455,NULL
Paul Mitchell the School-Woodbridge,NULL,130,0.3923,16000
College of the Muscogee Nation,NULL,186,0,NULL
The Salon Professional Academy-Huntsville,NULL,40,0.75,NULL
Midwives College of Utah,NULL,229,0.8297,NULL
Aspen Beauty Academy of Laurel,NULL,59,0.0508,NULL
M T Training Center,NULL,130,0.2077,NULL
Berks Career & Technology Center,NULL,50,0.62,NULL
Future Generations Graduate School,NULL,NULL,NULL,NULL
Carthage R9 School District-Carthage Technical Center,NULL,24,0.9583,NULL
Grace Mission University,NULL,104,0,NULL
PCCTI IT and Healthcare,NULL,85,0.0706,NULL
Sotheby's Institute of Art-NY,NULL,NULL,NULL,NULL
Top Nails & Hair Beauty School,NULL,36,0,NULL
Radians College,NULL,840,0.0036,NULL
Santa Ana Beauty College,NULL,353,0,NULL
Shepherds College,NULL,55,0.7636,NULL
Woodruff Medical Training and Testing,NULL,106,0.1226,NULL
Helms College,NULL,151,0.2914,NULL
American Academy of Personal Training,NULL,187,0.2995,NULL
Ukiah Adult School,NULL,0,0,NULL
Riverside County Office of Education-School of Career Education,NULL,139,0.1367,NULL
Institute of Health Sciences,NULL,60,0.6167,NULL
Mid-South Christian College,NULL,22,0.3636,NULL
Advanced Computing Institute,NULL,346,0.0491,NULL
New York Institute of Beauty,NULL,145,0.6828,NULL
Beautiful You School of Nail Technology,NULL,12,1,NULL
Xavier College School of Nursing,NULL,54,0.2407,NULL
Lawrence & Company College of Cosmetology,NULL,60,0.4,NULL
Cactus Academy,NULL,148,0.5608,NULL
Kaizen Beauty Academy,NULL,157,0.242,NULL
Southern Texas Careers Academy,NULL,87,0,NULL
Sharp Edgez Barber Institute,NULL,45,0.0889,NULL
The Salon Professional Academy-Nashville,NULL,50,0.86,NULL
Cosmotech School of Cosmetology,NULL,31,0.9355,NULL
Prestige Health & Beauty Sciences Academy,NULL,19,0.6316,NULL
Grace College of Barbering,NULL,16,0,NULL
California Career Institute,NULL,41,0.0488,NULL
Cosmo Factory Cosmetology Academy,NULL,11,0.6364,NULL
Grace School of Theology,NULL,110,0.2818,NULL
Yeshiva Gedolah Kesser Torah,NULL,70,1,NULL
Universal Training Institute,NULL,182,0.0495,NULL
Yeshiva Yesodei Hatorah,NULL,56,1,NULL
Rizzieri Institute,NULL,55,0.6182,NULL
Bonnie Joseph Academy of Cosmetology and Barbering,NULL,24,0.875,NULL
Healthcare Training Institute,NULL,62,0.0645,NULL
W Academy of Salon and Spa,NULL,43,0.6744,NULL
Boca Beauty Academy,NULL,108,0.2407,NULL
Paul Mitchell the School-Jersey Shore,NULL,124,0.8306,NULL
City Pointe Beauty Academy,NULL,70,0.9286,NULL
The Chrysm Insitute of Esthetics,NULL,135,0.5556,NULL
National Personal Training Institute of Columbus,NULL,67,0.7015,NULL
Toni & Guy Hairdressing Academy-Manteca,NULL,26,0.5,NULL
Belle Academy of Cosmetology,NULL,14,0.2143,NULL
Dorsey Business Schools-Lansing,NULL,132,0.4394,21600
ITT Technical Institute-Pensacola,NULL,261,0.5556,38800
ITT Technical Institute-San Antonio East,NULL,197,0.2589,38800
MedTech Institute-Orlando Campus,NULL,600,0.18,28300
Tulsa Welding School-Tulsa,NULL,64,0.2188,35300
Empire Beauty School-Augusta,NULL,57,0.193,17800
South University-High Point,NULL,369,0.3713,30300
Empire Beauty School-Vernon Hills,NULL,75,0.52,21000
Empire Beauty School-Stone Park,NULL,122,0.0902,21000
Court Reporting Institute of St Louis,NULL,205,0.5756,32000
Empire Beauty School-Rochester,NULL,132,0.5152,16900
American Career College-Long Beach,NULL,471,0.0594,30600
Ross Medical Education Center-Kokomo,NULL,166,0.8373,27800
Ross Medical Education Center-Erlanger,NULL,71,0.8873,23300
Ross Medical Education Center-Charleston,NULL,115,0.7652,23600
L'Ecole Culinaire-Kansas City,NULL,202,0.302,26000
Utah College of Massage Therapy-Houston,NULL,289,0.2007,24500
InterCoast Colleges-Fairfield,NULL,47,0.0638,22800
Vatterott College-ex'treme Institute by Nelly-St Louis,NULL,355,0.1803,28300
Southern Careers Institute-San Antonio,NULL,394,0.1497,20500
College of Business and Technology-Miami Gardens,NULL,90,0.0222,23900
Milan Institute of Cosmetology-Nampa,NULL,97,0.6701,16000
Milan Institute-Merced,NULL,329,0.2523,16100
Midwest Technical Institute-Springfield,NULL,252,0.9048,28100
Finger Lakes School of Massage,NULL,43,0.814,NULL
Augusta University,1045,4773,0.5431,58500
Middle Georgia State University,864,7225,0.5372,32400
Trenz Beauty Academy,NULL,60,0,NULL
Paul Mitchell the School-Denver,NULL,240,0.7083,NULL
Academy of Interactive Entertainment,NULL,106,0.7075,NULL
Arrojo Cosmetology School,NULL,86,0.4651,NULL
Cosmetology Academy of Texarkana,NULL,76,0.7237,NULL
Virginia Baptist College,NULL,72,0.6944,NULL
Lynnes Welding Training,NULL,21,0.7619,NULL
Aviation Institute of Maintenance-Las Vegas,NULL,223,0.3901,37600
Tulsa Technology Center-Owasso Campus,NULL,351,0.6752,31400
Tulsa Technology Center-Sand Springs Campus,NULL,187,0.7219,31400
UEI College-Bakersfield,NULL,771,0.1712,NULL
National American University-Austin South,NULL,118,0.2797,34800
National American University-Lewisville,NULL,170,0.3882,34800
National American University-Georgetown,NULL,189,0.5026,34800
National American University-Richardson,NULL,228,0.1009,34800
National American University-Rochester,NULL,122,0.7459,34800
National American University-Weldon Spring,NULL,69,0.4638,34800
National American University-Wichita West,NULL,226,0.5752,34800
National American University-Indianapolis,NULL,159,0.4843,34800
National American University-Tigard,NULL,64,0.6406,34800
The Art Institute of St Louis,NULL,400,0.5025,29600
DeVry College of New York,NULL,1166,0.1372,46100
DeVry University-Arizona,NULL,915,0.5344,46100
DeVry University-California,NULL,4892,0.2737,46100
DeVry University-Colorado,NULL,559,0.6208,46100
DeVry University-Florida,NULL,1331,0.3216,46100
DeVry University-Georgia,NULL,1651,0.2471,46100
DeVry University-Illinois,NULL,16211,0.473,46100
DeVry University-Indiana,NULL,90,0.5778,46100
DeVry University-Michigan,NULL,3,0.3333,46100
DeVry University-Minnesota,NULL,135,0.7185,46100
DeVry University-Missouri,NULL,328,0.686,46100
DeVry University-Nevada,NULL,194,0.4175,46100
DeVry University-New Jersey,NULL,1036,0.3571,46100
DeVry University-North Carolina,NULL,308,0.2532,46100
DeVry University-Ohio,NULL,1769,0.6371,46100
DeVry University-Oklahoma,NULL,115,0.4348,46100
DeVry University-Oregon,NULL,5,1,46100
DeVry University-Pennsylvania,NULL,516,0.2636,46100
